28;FOLGA;U.F. GARAPOA;21-05-2023
28;E.U. BARREIRO;JUVENTUDE GUALTAR;21-05-2023
29;ESTRELAS DE FERREIROS;A.C.R.FISCAL;28-05-2023
29;G.D. PENELA;FOLGA;28-05-2023
29;IMPARÁVEIS F.C.;JACARÉS F.C.;28-05-2023
29;A.C.R.D. MALMEQUERES;LEÕES STA LUCRÉCIA;28-05-2023
29;BARROS F.C.;A.R.C. CAIRES;28-05-2023
29;U.F. GARAPOA;UNIÃO DA RODOVIA;28-05-2023
29;JUVENTUDE GUALTAR;FOLGA;28-05-2023
29;A.M. BESTEIROS;E.U. BARREIRO;28-05-2023
30;FOLGA;IMPARÁVEIS F.C.;04-06-2023
30;FOLGA;A.C.R.D. MALMEQUERES;04-06-2023
30;JACARÉS F.C.;ESTRELAS DE FERREIROS;04-06-2023
30;E.U. BARREIRO;BARROS F.C.;04-06-2023
30;A.R.C. CAIRES;G.D. PENELA;04-06-2023
30;LEÕES STA LUCRÉCIA;A.M. BESTEIROS;04-06-2023
30;A.C.R.FISCAL;U.F. GARAPOA;04-06-2023
30;UNIÃO DA RODOVIA;JUVENTUDE GUALTAR;04-06-2023
